Date,Open,High,Low,Close
08/24/2023,"3,187.73","3,180.72","3,180.72","3,180.72"
08/23/2023,"3,153.59","3,174.18","3,174.18","3,174.18"
08/22/2023,"3,165.05","3,159.88","3,159.88","3,159.88"
08/21/2023,"3,171.68","3,154.03","3,154.03","3,154.03"
08/18/2023,"3,173.93","3,186.31","3,166.60","3,173.93"
08/17/2023,"3,196.75","3,205.86","3,182.54","3,196.75"
08/16/2023,"3,213.58","3,227.09","3,198.24","3,213.58"
08/15/2023,"3,232.74","3,263.23","3,228.34","3,232.74"
08/14/2023,"3,262.94","3,247.70","3,247.70","3,247.70"
08/11/2023,"3,319.85","3,294.28","3,294.28","3,294.28"
08/10/2023,"3,312.63","3,324.33","3,301.10","3,322.93"
08/08/2023,"3,317.82","3,320.16","3,305.75","3,313.79"
08/07/2023,"3,296.89","3,312.87","3,293.70","3,309.87"
08/04/2023,"3,298.24","3,304.57","3,287.33","3,292.39"
08/03/2023,"3,304.06","3,330.43","3,300.07","3,304.06"
08/02/2023,"3,352.50","3,362.24","3,315.80","3,325.02"
08/01/2023,"3,383.07","3,385.68","3,362.63","3,373.79"
07/31/2023,"3,377.91","3,392.63","3,363.87","3,373.98"
07/28/2023,"3,371.17","3,374.21","3,344.32","3,371.17"
07/27/2023,"3,326.17","3,339.24","3,317.51","3,337.42"
07/26/2023,"3,284.62","3,316.10","3,282.11","3,304.96"
07/25/2023,"3,286.16","3,288.17","3,263.67","3,286.16"
07/24/2023,"3,279.98","3,285.02","3,253.95","3,265.14"
07/21/2023,"3,272.34","3,278.30","3,265.57","3,278.30"
07/20/2023,"3,282.77","3,282.95","3,263.70","3,274.38"
07/19/2023,"3,270.04","3,278.15","3,259.20","3,275.24"
07/18/2023,"3,254.61","3,258.86","3,245.12","3,254.26"
07/17/2023,"3,254.43","3,254.43","3,225.44","3,254.43"
07/14/2023,"3,253.14","3,260.28","3,241.94","3,248.63"
07/13/2023,"3,202.35","3,247.19","3,199.53","3,238.46"
07/12/2023,"3,168.64","3,185.27","3,158.09","3,175.36"
07/11/2023,"3,163.54","3,166.87","3,150.20","3,163.84"
07/10/2023,"3,143.10","3,157.15","3,139.17","3,149.32"
07/07/2023,"3,139.47","3,146.51","3,128.70","3,139.47"
07/06/2023,"3,181.69","3,185.63","3,147.24","3,150.43"
07/05/2023,"3,185.38","3,203.85","3,182.97","3,185.38"
07/04/2023,"3,203.77","3,209.23","3,197.01","3,203.77"
07/03/2023,"3,215.56","3,219.49","3,200.85","3,207.10"
06/30/2023,"3,205.91","3,222.00","3,204.78","3,205.91"
06/28/2023,"3,217.91","3,223.11","3,201.66","3,207.28"
06/27/2023,"3,205.35","3,213.22","3,195.97","3,205.35"
06/26/2023,"3,195.98","3,217.61","3,188.23","3,189.68"
06/23/2023,"3,219.19","3,191.60","3,191.60","3,191.60"
06/22/2023,"3,222.86","3,228.35","3,211.18","3,222.43"
06/21/2023,"3,223.66","3,232.25","3,205.19","3,223.66"
06/20/2023,"3,237.99","3,246.19","3,218.46","3,220.23"
06/19/2023,"3,255.75","3,257.29","3,235.52","3,241.17"
06/16/2023,"3,251.84","3,260.03","3,260.03","3,260.03"
06/15/2023,"3,212.60","3,248.37","3,210.35","3,242.85"
06/14/2023,"3,218.14","3,222.29","3,194.75","3,218.14"
06/13/2023,"3,189.86","3,194.06","3,175.02","3,189.40"
06/12/2023,"3,196.07","3,206.59","3,186.04","3,196.07"
06/09/2023,"3,186.60","3,191.11","3,179.03","3,186.97"
06/08/2023,"3,186.61","3,186.61","3,170.21","3,186.61"
06/07/2023,"3,179.58","3,195.22","3,173.74","3,179.58"
06/06/2023,"3,185.06","3,192.25","3,175.76","3,190.11"
06/05/2023,"3,211.63","3,223.38","3,181.32","3,189.01"
06/01/2023,"3,162.52","3,176.17","3,155.52","3,166.30"
05/31/2023,"3,177.17","3,181.06","3,156.15","3,158.80"
05/30/2023,"3,194.33","3,203.90","3,186.17","3,187.56"
05/29/2023,"3,195.22","3,231.64","3,192.48","3,195.22"
05/26/2023,"3,207.39","3,213.86","3,201.00","3,207.39"
05/25/2023,"3,204.24","3,213.23","3,195.95","3,207.72"
05/24/2023,"3,214.21","3,214.21","3,204.74","3,214.21"
05/23/2023,"3,216.08","3,218.08","3,218.08","3,218.08"
05/22/2023,"3,211.09","3,211.14","3,188.44","3,211.09"
05/19/2023,"3,185.26","3,207.24","3,184.91","3,202.59"
05/18/2023,"3,186.43","3,196.48","3,179.67","3,182.55"
05/17/2023,"3,173.84","3,208.92","3,168.79","3,173.84"
05/16/2023,"3,214.04","3,227.89","3,206.22","3,214.04"
05/15/2023,"3,214.72","3,216.31","3,196.86","3,214.72"
05/12/2023,"3,208.55","3,223.87","3,196.09","3,208.55"
05/11/2023,"3,229.55","3,247.45","3,219.92","3,229.55"
05/10/2023,"3,255.61","3,242.29","3,242.29","3,242.29"
05/09/2023,"3,253.11","3,254.29","3,237.64","3,242.95"
05/08/2023,"3,274.29","3,276.19","3,253.50","3,257.66"
05/05/2023,"3,267.17","3,271.15","3,258.65","3,266.63"
05/04/2023,"3,254.49","3,269.36","3,249.39","3,269.18"
05/03/2023,"3,260.98","3,262.01","3,262.01","3,262.01"
05/02/2023,"3,291.43","3,309.68","3,273.99","3,281.99"
04/28/2023,"3,281.25","3,284.94","3,266.11","3,270.51"
04/27/2023,"3,275.27","3,287.08","3,271.31","3,282.03"
04/26/2023,"3,285.58","3,299.33","3,281.32","3,293.91"
04/25/2023,"3,319.72","3,325.45","3,288.59","3,296.56"
04/24/2023,"3,320.25","3,326.88","3,307.78","3,324.55"
04/21/2023,"3,308.43","3,321.82","3,300.86","3,321.82"
04/20/2023,"3,321.06","3,329.52","3,305.33","3,313.41"
04/19/2023,"3,310.40","3,326.15","3,307.36","3,324.05"
04/18/2023,"3,314.19","3,323.27","3,298.73","3,309.56"
04/17/2023,"3,307.46","3,319.26","3,299.28","3,319.26"
04/14/2023,"3,305.67","3,315.85","3,300.82","3,302.66"
04/13/2023,"3,282.59","3,297.05","3,280.07","3,294.54"
04/12/2023,"3,302.94","3,302.95","3,278.21","3,286.12"
04/11/2023,"3,296.47","3,309.17","3,287.23","3,297.83"
04/10/2023,"3,306.61","3,311.05","3,288.72","3,294.43"
04/06/2023,"3,311.34","3,314.74","3,291.65","3,300.48"
04/05/2023,"3,312.13","3,331.66","3,301.09","3,318.87"
04/04/2023,"3,294.73","3,316.17","3,288.95","3,311.12"
04/03/2023,"3,272.48","3,287.44","3,263.36","3,281.08"
03/31/2023,"3,265.01","3,273.47","3,255.59","3,258.90"
03/30/2023,"3,256.73","3,262.67","3,238.98","3,257.18"
03/29/2023,"3,254.47","3,270.38","3,242.49","3,262.54"
03/28/2023,"3,255.22","3,266.98","3,243.25","3,255.54"
03/27/2023,"3,225.70","3,247.50","3,223.45","3,239.03"
03/24/2023,"3,210.97","3,223.93","3,200.90","3,212.64"
03/23/2023,"3,204.84","3,223.03","3,191.99","3,219.00"
03/22/2023,"3,193.68","3,228.61","3,189.65","3,220.98"
03/21/2023,"3,162.13","3,186.69","3,157.81","3,173.93"
03/20/2023,"3,179.05","3,179.05","3,123.55","3,139.76"
03/17/2023,"3,179.66","3,185.25","3,162.35","3,183.28"
03/16/2023,"3,142.98","3,176.67","3,134.03","3,155.54"
03/15/2023,"3,157.93","3,186.92","3,157.93","3,172.92"
03/14/2023,"3,101.29","3,139.27","3,094.28","3,129.75"
03/13/2023,"3,165.82","3,175.87","3,132.37","3,132.37"
03/10/2023,"3,198.94","3,199.94","3,169.80","3,177.43"
03/09/2023,"3,227.21","3,232.28","3,211.03","3,214.51"
03/08/2023,"3,241.76","3,242.53","3,215.58","3,226.86"
03/07/2023,"3,240.12","3,264.72","3,233.35","3,245.27"
03/06/2023,"3,240.47","3,246.44","3,224.95","3,239.31"
03/03/2023,"3,244.20","3,251.29","3,230.42","3,232.02"
03/02/2023,"3,251.73","3,256.24","3,225.62","3,234.90"
03/01/2023,"3,265.50","3,275.10","3,255.08","3,255.08"
02/28/2023,"3,270.00","3,285.25","3,260.58","3,262.63"
02/27/2023,"3,272.17","3,285.79","3,261.95","3,263.24"
02/24/2023,"3,264.45","3,290.41","3,264.45","3,282.30"
02/23/2023,"3,302.65","3,303.44","3,264.93","3,264.93"
02/22/2023,"3,305.88","3,309.50","3,291.04","3,300.04"
02/21/2023,"3,313.37","3,315.86","3,298.30","3,306.86"
02/20/2023,"3,330.52","3,330.66","3,307.43","3,308.75"
02/17/2023,"3,300.66","3,330.83","3,300.16","3,328.37"
02/16/2023,"3,286.26","3,325.22","3,286.26","3,311.23"
02/15/2023,"3,310.73","3,312.84","3,271.78","3,280.82"
02/14/2023,"3,335.22","3,341.42","3,314.32","3,318.20"
02/13/2023,"3,368.91","3,376.69","3,324.70","3,324.70"
02/10/2023,"3,351.16","3,366.85","3,334.47","3,360.69"
02/09/2023,"3,376.05","3,382.46","3,355.09","3,359.48"
02/08/2023,"3,378.43","3,393.33","3,372.62","3,388.52"
02/07/2023,"3,384.68","3,397.32","3,374.62","3,380.84"
02/06/2023,"3,391.59","3,392.59","3,375.44","3,385.93"
02/03/2023,"3,373.14","3,384.29","3,358.46","3,384.29"
02/02/2023,"3,376.63","3,380.72","3,353.16","3,363.68"
02/01/2023,"3,385.36","3,389.72","3,357.68","3,377.65"
01/31/2023,"3,375.70","3,389.77","3,352.08","3,365.67"
01/30/2023,"3,399.56","3,408.19","3,365.31","3,378.29"
01/27/2023,"3,392.08","3,395.79","3,379.15","3,394.21"
01/26/2023,"3,363.66","3,381.02","3,353.83","3,377.19"
01/25/2023,"3,322.85","3,355.87","3,318.76","3,352.77"
01/20/2023,"3,279.01","3,305.25","3,263.99","3,293.71"
01/19/2023,"3,281.83","3,290.25","3,271.87","3,276.18"
01/18/2023,"3,291.02","3,301.29","3,280.85","3,289.55"
01/17/2023,"3,285.39","3,291.01","3,273.79","3,280.51"
01/16/2023,"3,304.39","3,309.12","3,273.65","3,283.60"
01/13/2023,"3,283.90","3,298.08","3,273.67","3,293.75"
01/12/2023,"3,282.79","3,283.98","3,253.99","3,267.78"
01/11/2023,"3,277.33","3,281.23","3,261.49","3,271.51"
01/10/2023,"3,300.17","3,305.56","3,258.70","3,262.91"
01/09/2023,"3,311.67","3,343.47","3,291.04","3,305.67"
01/06/2023,"3,290.32","3,290.32","3,271.08","3,276.72"
01/05/2023,"3,264.53","3,297.34","3,262.38","3,292.66"
01/04/2023,"3,251.42","3,256.37","3,238.70","3,242.46"
01/03/2023,"3,243.99","3,252.12","3,212.63","3,245.80"
12/30/2022,"3,259.23","3,261.88","3,247.85","3,251.32"
12/29/2022,"3,255.10","3,257.00","3,234.93","3,249.24"
12/28/2022,"3,257.75","3,270.33","3,256.24","3,266.97"
12/27/2022,"3,277.58","3,277.94","3,264.03","3,266.38"
12/23/2022,"3,257.19","3,261.99","3,250.16","3,257.70"
12/22/2022,"3,262.40","3,278.88","3,256.19","3,269.53"
12/21/2022,"3,250.86","3,262.53","3,246.34","3,256.19"
12/20/2022,"3,246.30","3,262.37","3,237.72","3,253.97"
12/19/2022,"3,239.50","3,273.35","3,239.50","3,256.61"
12/16/2022,"3,253.67","3,272.12","3,237.79","3,240.81"
12/15/2022,"3,280.95","3,287.53","3,256.79","3,273.75"
12/14/2022,"3,280.44","3,293.47","3,274.96","3,278.57"
12/13/2022,"3,245.46","3,278.13","3,245.09","3,271.28"
12/12/2022,"3,235.88","3,255.61","3,234.56","3,239.66"
12/09/2022,"3,242.67","3,248.03","3,235.82","3,245.97"
12/08/2022,"3,225.95","3,246.18","3,225.95","3,236.08"
12/07/2022,"3,239.22","3,252.25","3,225.45","3,225.45"
12/06/2022,"3,263.48","3,265.28","3,244.73","3,252.37"
12/05/2022,"3,266.52","3,283.17","3,256.45","3,267.54"
12/02/2022,"3,287.23","3,287.23","3,259.14","3,259.14"
12/01/2022,"3,306.49","3,313.80","3,288.46","3,292.73"
11/30/2022,"3,279.86","3,290.56","3,270.03","3,290.49"
11/29/2022,"3,235.34","3,277.01","3,232.38","3,276.36"
11/28/2022,"3,241.69","3,248.69","3,221.89","3,240.06"
11/25/2022,"3,249.53","3,254.41","3,233.19","3,244.55"
11/24/2022,"3,268.68","3,273.43","3,250.15","3,252.88"
11/23/2022,"3,278.75","3,285.48","3,249.52","3,255.99"
11/22/2022,"3,261.31","3,277.35","3,259.56","3,259.56"
11/21/2022,"3,264.65","3,281.60","3,237.35","3,250.62"
11/18/2022,"3,289.33","3,308.30","3,265.53","3,272.23"
11/17/2022,"3,274.67","3,298.10","3,263.68","3,286.04"
11/16/2022,"3,274.85","3,282.91","3,258.49","3,266.17"
11/15/2022,"3,271.35","3,285.72","3,261.96","3,275.28"
11/14/2022,"3,234.51","3,279.10","3,226.83","3,260.80"
11/11/2022,"3,213.35","3,238.07","3,211.20","3,228.33"
11/10/2022,"3,153.30","3,180.57","3,152.49","3,173.18"
11/09/2022,"3,146.11","3,169.45","3,143.81","3,165.50"
11/08/2022,"3,153.57","3,155.29","3,142.28","3,145.83"
11/07/2022,"3,136.90","3,145.44","3,126.67","3,141.31"
11/04/2022,"3,100.56","3,134.30","3,098.72","3,130.11"
11/03/2022,"3,125.16","3,126.09","3,091.18","3,102.51"
11/02/2022,"3,134.75","3,141.13","3,113.79","3,141.13"
11/01/2022,"3,107.00","3,140.32","3,102.63","3,130.50"
10/31/2022,"3,084.68","3,129.35","3,083.59","3,093.11"
10/28/2022,"3,033.34","3,071.38","3,025.93","3,059.19"
10/27/2022,"3,009.39","3,028.89","2,995.28","3,015.24"
10/26/2022,"2,992.24","3,020.52","2,987.60","3,008.38"
10/25/2022,"2,988.12","3,007.93","2,968.87","2,984.15"
10/21/2022,"3,014.70","3,019.20","2,968.92","2,969.95"
10/20/2022,"3,005.85","3,029.07","3,005.85","3,022.70"
10/19/2022,"3,031.79","3,043.26","3,020.11","3,022.80"
10/18/2022,"3,027.56","3,039.06","3,007.94","3,025.88"
10/17/2022,"3,025.51","3,032.80","2,991.05","3,015.75"
10/14/2022,"3,067.49","3,078.17","3,039.61","3,039.61"
10/13/2022,"3,074.45","3,083.22","3,039.49","3,040.45"
10/12/2022,"3,101.55","3,107.52","3,081.50","3,083.19"
10/11/2022,"3,114.50","3,132.92","3,095.32","3,105.00"
10/10/2022,"3,124.45","3,125.06","3,104.88","3,107.47"
10/07/2022,"3,160.42","3,165.06","3,138.97","3,145.81"
10/06/2022,"3,162.49","3,168.40","3,150.35","3,151.56"
10/05/2022,"3,152.21","3,161.65","3,145.80","3,153.23"
10/04/2022,"3,144.73","3,154.30","3,128.62","3,138.90"
10/03/2022,"3,113.00","3,126.98","3,102.90","3,107.09"
09/30/2022,"3,108.94","3,137.06","3,098.24","3,130.24"
09/29/2022,"3,130.69","3,155.35","3,115.08","3,115.08"
09/28/2022,"3,155.67","3,160.75","3,112.91","3,116.31"
